entry_time,exit_time,side,entry_price,exit_price,pnl,result
2021-08-19 09:30:00,2021-08-19 15:45:00,long,14839.75,14943.75,4154.0,win
2021-08-20 10:00:00,2021-08-20 15:45:00,long,15059.5,15095.0,1414.0,win
2021-08-23 10:00:00,2021-08-23 15:45:00,long,15271.5,15328.25,2264.0,win
2021-08-24 10:00:00,2021-08-24 15:45:00,long,15359.75,15363.5,144.0,win
2021-08-26 11:00:00,2021-08-26 15:45:00,long,15342.5,15287.25,-2216.0,loss
2021-08-27 10:00:00,2021-08-27 15:45:00,long,15398.75,15428.25,1174.0,win
2021-08-30 10:00:00,2021-08-30 15:45:00,long,15582.0,15606.5,974.0,win
2021-08-31 11:15:00,2021-08-31 15:45:00,long,15590.75,15599.5,344.0,win
2021-09-01 10:00:00,2021-09-01 15:45:00,long,15678.5,15610.0,-2746.0,loss
2021-09-03 09:45:00,2021-09-03 15:45:00,long,15626.5,15655.0,1134.0,win
2021-09-06 10:00:00,2021-09-06 17:00:00,long,15701.5,15696.75,-196.0,loss
2021-09-07 10:30:00,2021-09-07 15:45:00,long,15661.5,15672.0,414.0,win
2021-09-09 10:00:00,2021-09-09 15:45:00,long,15647.25,15562.5,-3396.0,loss
2021-09-13 12:00:00,2021-09-13 15:45:00,long,15426.25,15445.25,754.0,win
2021-09-14 10:45:00,2021-09-14 15:45:00,long,15476.25,15388.25,-3526.0,loss
2021-09-15 11:45:00,2021-09-15 15:45:00,long,15438.75,15508.25,2774.0,win
2021-09-16 12:00:00,2021-09-16 15:45:00,long,15432.0,15498.0,2634.0,win
2021-09-21 10:45:00,2021-09-21 15:45:00,long,15090.0,14992.75,-3896.0,loss
2021-09-22 10:00:00,2021-09-22 15:45:00,long,15134.75,15178.25,1734.0,win
2021-09-23 10:00:00,2021-09-23 15:45:00,long,15299.5,15296.0,-146.0,loss
2021-09-24 10:45:00,2021-09-24 15:45:00,long,15254.25,15319.0,2584.0,win
2021-09-29 09:30:00,2021-09-29 15:45:00,long,14855.5,14762.5,-3726.0,loss
2021-10-01 10:15:00,2021-10-01 15:45:00,long,14665.25,14777.25,4474.0,win
2021-10-05 10:00:00,2021-10-05 15:45:00,long,14707.25,14661.5,-1836.0,loss
2021-10-06 10:00:00,2021-10-06 15:45:00,long,14642.75,14765.5,4904.0,win
2021-10-07 10:00:00,2021-10-07 15:45:00,long,14969.5,14891.25,-3136.0,loss
2021-10-11 10:00:00,2021-10-11 15:45:00,long,14874.0,14685.0,-7566.0,loss
2021-10-12 11:15:00,2021-10-12 15:45:00,long,14699.75,14597.25,-4106.0,loss
2021-10-13 10:45:00,2021-10-13 15:45:00,long,14726.5,14767.75,1644.0,win
2021-10-14 10:00:00,2021-10-14 15:45:00,long,14983.0,15065.0,3274.0,win
2021-10-15 10:00:00,2021-10-15 15:45:00,long,15115.5,15144.25,1144.0,win
2021-10-18 10:00:00,2021-10-18 15:45:00,long,15188.0,15288.75,4024.0,win
2021-10-19 10:00:00,2021-10-19 15:45:00,long,15370.75,15410.75,1594.0,win
2021-10-20 10:45:00,2021-10-20 15:45:00,long,15419.75,15357.75,-2486.0,loss
2021-10-21 10:00:00,2021-10-21 15:45:00,long,15434.25,15381.25,-2126.0,loss
2021-10-25 10:00:00,2021-10-25 15:45:00,long,15429.25,15543.75,4574.0,win
2021-10-26 10:00:00,2021-10-26 15:45:00,long,15648.75,15522.75,-5046.0,loss
2021-10-27 10:00:00,2021-10-27 15:45:00,long,15654.25,15593.0,-2456.0,loss
2021-10-28 10:00:00,2021-10-28 15:45:00,long,15730.0,15670.0,-2406.0,loss
2021-10-29 10:00:00,2021-10-29 15:45:00,long,15714.0,15864.0,5994.0,win
2021-11-01 10:45:00,2021-11-01 15:45:00,long,15860.5,15887.75,1084.0,win
2021-11-02 10:00:00,2021-11-02 15:45:00,long,15938.5,15959.25,824.0,win
2021-11-03 11:00:00,2021-11-03 15:45:00,long,15975.5,16130.5,6194.0,win
2021-11-04 10:00:00,2021-11-04 15:45:00,long,16297.75,16338.25,1614.0,win
2021-11-05 10:00:00,2021-11-05 15:45:00,long,16430.5,16344.75,-3436.0,loss
2021-11-08 11:45:00,2021-11-08 15:45:00,long,16344.5,16322.75,-876.0,loss
2021-11-10 10:00:00,2021-11-10 15:45:00,long,16179.75,15986.25,-7746.0,loss
2021-11-11 10:15:00,2021-11-11 15:45:00,long,16073.0,16036.25,-1476.0,loss
2021-11-12 10:00:00,2021-11-12 15:45:00,long,16141.25,16200.0,2344.0,win
2021-11-16 10:00:00,2021-11-16 15:45:00,long,16281.25,16294.25,514.0,win
2021-11-17 10:00:00,2021-11-17 15:45:00,long,16340.0,16322.25,-716.0,loss
2021-11-18 10:30:00,2021-11-18 15:45:00,long,16457.5,16505.5,1914.0,win
2021-11-19 10:00:00,2021-11-19 15:45:00,long,16587.0,16588.25,44.0,win
2021-11-24 09:45:00,2021-11-24 15:45:00,long,16247.75,16354.75,4274.0,win
2021-11-25 11:00:00,2021-11-25 17:00:00,long,16407.25,16404.25,-126.0,loss
2021-11-29 10:00:00,2021-11-29 15:45:00,long,16287.75,16413.75,5034.0,win
2021-12-01 10:15:00,2021-12-01 14:15:00,long,16406.0,15952.935729371244,-18128.57082515025,loss
2021-12-02 10:45:00,2021-12-02 15:45:00,long,15958.5,16016.5,2314.0,win
2021-12-06 10:30:00,2021-12-06 15:45:00,long,15762.75,15849.25,3454.0,win
2021-12-07 10:00:00,2021-12-07 15:45:00,long,16275.5,16366.75,3644.0,win
2021-12-08 11:00:00,2021-12-08 15:45:00,long,16322.25,16382.5,2404.0,win
2021-12-10 11:00:00,2021-12-10 15:45:00,long,16252.0,16324.0,2874.0,win
2021-12-17 09:45:00,2021-12-17 15:45:00,long,15897.25,15828.5,-2756.0,loss
2021-12-21 10:15:00,2021-12-21 15:45:00,long,15722.5,15974.0,10054.0,win
2021-12-22 10:00:00,2021-12-22 15:45:00,long,16115.5,16179.5,2554.0,win
2021-12-23 10:00:00,2021-12-23 15:45:00,long,16302.0,16303.0,34.0,win
2021-12-27 10:00:00,2021-12-27 15:45:00,long,16531.75,16570.0,1524.0,win
2021-12-30 10:00:00,2021-12-30 15:45:00,long,16538.25,16431.75,-4266.0,loss
2022-01-03 10:00:00,2022-01-03 15:45:00,long,16400.25,16495.75,3814.0,win
2022-01-06 10:00:00,2022-01-06 15:45:00,long,15861.25,15794.0,-2696.0,loss
2022-01-11 10:15:00,2022-01-11 15:45:00,long,15750.25,15824.5,2964.0,win
2022-01-12 11:45:00,2022-01-12 15:45:00,long,15945.5,15895.25,-2016.0,loss
2022-01-14 10:45:00,2022-01-14 15:45:00,long,15543.0,15616.75,2944.0,win
2022-01-19 11:00:00,2022-01-19 15:45:00,long,15274.5,15037.0,-9506.0,loss
2022-01-20 10:00:00,2022-01-20 15:30:00,long,15298.5,14724.882737631267,-22950.690494749302,loss
2022-01-21 10:00:00,2022-01-21 15:45:00,long,14750.25,14411.0,-13576.0,loss
2022-01-26 10:15:00,2022-01-26 15:45:00,long,14432.0,14150.75,-11256.0,loss
2022-01-27 10:00:00,2022-01-27 15:45:00,long,14336.5,14113.75,-8916.0,loss
2022-01-28 10:15:00,2022-01-28 15:45:00,long,14217.0,14430.25,8524.0,win
2022-01-31 10:00:00,2022-01-31 15:45:00,long,14693.5,14868.0,6974.0,win
2022-02-01 10:15:00,2022-02-01 15:45:00,long,14890.75,15116.75,9034.0,win
2022-02-03 10:00:00,2022-02-03 15:45:00,long,14800.25,14803.75,134.0,win
2022-02-04 11:00:00,2022-02-04 15:45:00,long,14599.25,14645.0,1824.0,win
2022-02-08 10:00:00,2022-02-08 15:45:00,long,14664.75,14745.75,3234.0,win
2022-02-09 10:00:00,2022-02-09 15:45:00,long,14925.75,15052.0,5044.0,win
2022-02-10 10:00:00,2022-02-10 15:45:00,long,14904.0,14695.5,-8346.0,loss
2022-02-14 09:45:00,2022-02-14 15:45:00,long,14271.5,14260.75,-436.0,loss
2022-02-15 10:00:00,2022-02-15 15:45:00,long,14529.5,14581.75,2084.0,win
2022-02-22 10:00:00,2022-02-22 15:45:00,long,13919.0,13920.25,44.0,win
2022-02-24 10:00:00,2022-02-24 15:45:00,long,13508.25,13911.0,16104.0,win
2022-02-25 10:00:00,2022-02-25 15:45:00,long,14093.75,14187.75,3754.0,win
2022-02-28 10:00:00,2022-02-28 15:45:00,long,14195.25,14218.0,904.0,win
2022-03-02 10:00:00,2022-03-02 15:45:00,long,14171.75,14196.75,994.0,win
2022-03-08 11:00:00,2022-03-08 15:45:00,long,13458.25,13199.5,-10356.0,loss
2022-03-09 10:00:00,2022-03-09 15:45:00,long,13601.0,13774.0,6914.0,win
2022-03-15 09:45:00,2022-03-15 15:45:00,long,13289.0,13443.25,6164.0,win
2022-03-16 10:00:00,2022-03-16 15:45:00,long,13808.25,13999.5,7644.0,win
2022-03-17 10:45:00,2022-03-17 15:45:00,long,13923.0,14054.25,5244.0,win
2022-03-18 10:00:00,2022-03-18 15:45:00,long,14242.0,14435.25,7724.0,win
2022-03-21 10:15:00,2022-03-21 15:45:00,long,14432.25,14394.75,-1506.0,loss
2022-03-22 10:00:00,2022-03-22 15:45:00,long,14654.5,14654.5,-6.0,loss
2022-03-23 10:00:00,2022-03-23 15:45:00,long,14604.75,14463.75,-5646.0,loss
2022-03-24 10:00:00,2022-03-24 15:45:00,long,14563.0,14763.0,7994.0,win
2022-03-28 09:45:00,2022-03-28 15:45:00,long,14874.5,14981.0,4254.0,win
2022-03-29 10:15:00,2022-03-29 15:45:00,long,15143.0,15224.25,3244.0,win
2022-03-30 11:45:00,2022-03-30 15:45:00,long,15192.5,15105.0,-3506.0,loss
2022-04-04 09:30:00,2022-04-04 15:45:00,long,15043.75,15159.5,4624.0,win
2022-04-08 10:45:00,2022-04-08 15:45:00,long,14445.75,14328.0,-4716.0,loss
2022-04-12 10:45:00,2022-04-12 15:45:00,long,14156.25,13953.5,-8116.0,loss
2022-04-13 10:00:00,2022-04-13 15:45:00,long,14147.0,14212.25,2604.0,win
2022-04-18 10:00:00,2022-04-18 15:45:00,long,13923.25,13965.0,1664.0,win
2022-04-19 10:00:00,2022-04-19 15:45:00,long,14141.25,14095.75,-1826.0,loss
2022-04-25 10:00:00,2022-04-25 15:45:00,long,13312.25,13528.0,8624.0,win
2022-04-27 11:00:00,2022-04-27 15:45:00,long,13116.75,13168.5,2064.0,win
2022-04-28 11:00:00,2022-04-28 15:45:00,long,13175.5,13308.0,5294.0,win
2022-05-02 10:00:00,2022-05-02 15:45:00,long,12934.75,13051.25,4654.0,win
2022-05-03 10:30:00,2022-05-03 15:45:00,long,13094.25,13121.0,1064.0,win
2022-05-04 11:45:00,2022-05-04 15:45:00,long,13101.75,13495.75,15754.0,win
2022-05-06 10:15:00,2022-05-06 15:45:00,long,12884.25,12663.5,-8836.0,loss
2022-05-12 09:30:00,2022-05-12 15:45:00,long,11937.0,11873.25,-2556.0,loss
2022-05-13 10:00:00,2022-05-13 15:45:00,long,12323.75,12364.0,1604.0,win
2022-05-16 12:00:00,2022-05-16 15:45:00,long,12289.5,12236.75,-2116.0,loss
2022-05-17 11:15:00,2022-05-17 15:45:00,long,12473.75,12573.75,3994.0,win
2022-05-19 10:00:00,2022-05-19 15:45:00,long,11953.75,11898.25,-2226.0,loss
2022-05-23 10:15:00,2022-05-23 15:45:00,long,11952.75,12056.0,4124.0,win
2022-05-24 11:15:00,2022-05-24 15:45:00,long,11733.0,11810.75,3104.0,win
2022-05-25 10:00:00,2022-05-25 15:45:00,long,11890.5,11893.25,104.0,win
2022-05-26 10:00:00,2022-05-26 15:45:00,long,12226.25,12258.0,1264.0,win
2022-05-27 10:00:00,2022-05-27 15:45:00,long,12558.25,12717.5,6364.0,win
2022-05-31 09:30:00,2022-05-31 15:45:00,long,12631.0,12653.25,884.0,win
2022-06-02 10:00:00,2022-06-02 15:45:00,long,12683.25,12896.75,8534.0,win
2022-06-07 09:30:00,2022-06-07 15:45:00,long,12673.75,12681.5,304.0,win
2022-06-08 10:00:00,2022-06-08 15:45:00,long,12743.75,12619.25,-4986.0,loss
2022-06-14 10:45:00,2022-06-14 15:45:00,long,11379.25,11361.5,-716.0,loss
2022-06-15 10:00:00,2022-06-15 15:45:00,long,11492.25,11626.75,5374.0,win
2022-06-17 11:00:00,2022-06-17 15:45:00,long,11262.5,11307.75,1804.0,win
2022-06-20 10:00:00,2022-06-20 17:00:00,long,11386.75,11410.0,924.0,win
2022-06-21 10:00:00,2022-06-21 15:45:00,long,11663.75,11581.5,-3296.0,loss
2022-06-22 10:00:00,2022-06-22 15:45:00,long,11657.5,11544.75,-4516.0,loss
2022-06-23 10:00:00,2022-06-23 15:45:00,long,11728.5,11688.0,-1626.0,loss
2022-06-24 10:00:00,2022-06-24 15:45:00,long,12000.5,12132.75,5284.0,win
2022-06-27 10:30:00,2022-06-27 15:45:00,long,12137.75,12074.75,-2526.0,loss
2022-06-29 10:00:00,2022-06-29 15:45:00,long,11676.75,11691.0,564.0,win
2022-06-30 10:15:00,2022-06-30 15:45:00,long,11573.75,11511.25,-2506.0,loss
2022-07-01 10:30:00,2022-07-01 15:45:00,long,11490.75,11610.5,4784.0,win
2022-07-04 10:30:00,2022-07-04 17:00:00,long,11557.75,11608.0,2004.0,win
2022-07-05 10:30:00,2022-07-05 15:45:00,long,11554.25,11811.5,10284.0,win
2022-07-06 10:00:00,2022-07-06 15:45:00,long,11815.25,11902.5,3484.0,win
2022-07-07 10:00:00,2022-07-07 15:45:00,long,12058.0,12119.75,2464.0,win
2022-07-08 10:00:00,2022-07-08 15:45:00,long,12169.25,12160.25,-366.0,loss
2022-07-12 10:15:00,2022-07-12 15:45:00,long,11920.5,11780.75,-5596.0,loss
2022-07-13 10:00:00,2022-07-13 15:45:00,long,11806.75,11732.75,-2966.0,loss
2022-07-14 10:30:00,2022-07-14 15:45:00,long,11696.75,11807.25,4414.0,win
2022-07-15 10:00:00,2022-07-15 15:45:00,long,11986.25,12019.25,1314.0,win
2022-07-18 10:30:00,2022-07-18 15:45:00,long,12169.25,11916.25,-10126.0,loss
2022-07-19 10:00:00,2022-07-19 15:45:00,long,12170.75,12320.0,5964.0,win
2022-07-20 10:00:00,2022-07-20 15:45:00,long,12450.0,12428.0,-886.0,loss
2022-07-21 10:15:00,2022-07-21 15:45:00,long,12506.75,12572.5,2624.0,win
2022-07-27 09:45:00,2022-07-27 15:45:00,long,12425.0,12580.25,6204.0,win
2022-07-28 10:15:00,2022-07-28 15:45:00,long,12665.5,12924.25,10344.0,win
2022-07-29 11:15:00,2022-07-29 15:45:00,long,12858.75,12977.0,4724.0,win
2022-08-01 10:00:00,2022-08-01 15:45:00,long,13082.0,12980.25,-4076.0,loss
2022-08-02 10:00:00,2022-08-02 15:45:00,long,12938.25,12920.25,-726.0,loss
2022-08-03 10:00:00,2022-08-03 15:45:00,long,13175.75,13248.0,2884.0,win
2022-08-04 11:15:00,2022-08-04 15:45:00,long,13310.0,13328.0,714.0,win
2022-08-05 11:45:00,2022-08-05 15:45:00,long,13200.0,13216.5,654.0,win
2022-08-10 09:45:00,2022-08-10 15:45:00,long,13330.25,13381.0,2024.0,win
2022-08-12 09:45:00,2022-08-12 15:45:00,long,13432.5,13580.0,5894.0,win
2022-08-15 10:30:00,2022-08-15 15:45:00,long,13636.5,13678.75,1684.0,win
2022-08-16 10:45:00,2022-08-16 15:45:00,long,13673.5,13663.5,-406.0,loss
2022-08-18 10:00:00,2022-08-18 15:45:00,long,13532.25,13540.0,304.0,win
2022-08-23 11:45:00,2022-08-23 15:45:00,long,12934.0,12889.25,-1796.0,loss
2022-08-24 10:00:00,2022-08-24 15:45:00,long,12968.5,12956.0,-506.0,loss
2022-08-25 10:30:00,2022-08-25 15:45:00,long,13043.5,13144.75,4044.0,win
2022-08-29 11:15:00,2022-08-29 15:45:00,long,12532.25,12505.25,-1086.0,loss
2022-09-02 10:00:00,2022-09-02 15:45:00,long,12415.5,12130.25,-11416.0,loss
2022-09-05 10:00:00,2022-09-05 17:00:00,long,12142.0,12123.25,-756.0,loss
2022-09-06 10:30:00,2022-09-06 15:45:00,long,12114.0,12020.25,-3756.0,loss
2022-09-07 10:00:00,2022-09-07 15:45:00,long,12140.0,12263.5,4934.0,win
2022-09-08 10:00:00,2022-09-08 15:45:00,long,12369.75,12346.75,-926.0,loss
2022-09-09 10:00:00,2022-09-09 15:45:00,long,12548.5,12590.5,1674.0,win
2022-09-12 10:00:00,2022-09-12 15:45:00,long,12780.0,12854.5,2974.0,win
2022-09-14 10:00:00,2022-09-14 15:45:00,long,12231.25,12250.0,744.0,win
2022-09-16 10:45:00,2022-09-16 15:45:00,long,11860.25,11960.75,4014.0,win
2022-09-19 10:00:00,2022-09-19 15:45:00,long,11947.75,12045.5,3904.0,win
2022-09-20 10:15:00,2022-09-20 15:45:00,long,11974.0,11949.0,-1006.0,loss
2022-09-21 10:00:00,2022-09-21 15:45:00,long,11966.0,11668.0,-11926.0,loss
2022-09-26 10:00:00,2022-09-26 15:45:00,long,11425.5,11315.5,-4406.0,loss
2022-09-28 09:30:00,2022-09-28 15:45:00,long,11408.75,11539.25,5214.0,win
2022-09-30 10:00:00,2022-09-30 15:45:00,long,11346.25,11058.25,-11526.0,loss
2022-10-03 10:00:00,2022-10-03 15:45:00,long,11218.75,11308.75,3594.0,win
2022-10-04 10:00:00,2022-10-04 15:45:00,long,11654.25,11645.25,-366.0,loss
2022-10-05 11:30:00,2022-10-05 15:45:00,long,11525.75,11628.0,4084.0,win
2022-10-06 10:30:00,2022-10-06 15:45:00,long,11616.0,11505.75,-4416.0,loss
2022-10-11 10:30:00,2022-10-11 15:45:00,long,10971.75,10880.5,-3656.0,loss
2022-10-13 10:00:00,2022-10-13 15:45:00,long,10799.25,11065.5,10644.0,win
2022-10-17 10:00:00,2022-10-17 15:45:00,long,11046.75,11134.0,3484.0,win
2022-10-19 10:45:00,2022-10-19 15:45:00,long,11202.5,11151.0,-2066.0,loss
2022-10-20 10:00:00,2022-10-20 15:45:00,long,11317.25,11059.75,-10306.0,loss
2022-10-21 10:00:00,2022-10-21 15:45:00,long,11084.0,11378.0,11754.0,win
2022-10-24 10:15:00,2022-10-24 15:45:00,long,11370.25,11459.25,3554.0,win
2022-10-25 10:00:00,2022-10-25 15:45:00,long,11654.0,11585.75,-2736.0,loss
2022-10-26 10:00:00,2022-10-26 15:45:00,long,11680.25,11474.25,-8246.0,loss
2022-10-28 10:00:00,2022-10-28 15:45:00,long,11481.0,11625.5,5774.0,win
2022-10-31 11:15:00,2022-10-31 15:45:00,long,11476.0,11452.75,-936.0,loss
2022-11-03 11:30:00,2022-11-03 15:45:00,long,10837.5,10728.5,-4366.0,loss
2022-11-04 10:00:00,2022-11-04 15:45:00,long,10851.5,10871.25,784.0,win
2022-11-07 12:00:00,2022-11-07 15:45:00,long,10929.75,11014.0,3364.0,win
2022-11-08 10:00:00,2022-11-08 15:45:00,long,11155.0,11088.75,-2656.0,loss
2022-11-10 09:45:00,2022-11-10 15:45:00,long,11448.0,11675.25,9084.0,win
2022-11-11 10:00:00,2022-11-11 15:45:00,long,11703.5,11836.25,5304.0,win
2022-11-14 10:30:00,2022-11-14 15:45:00,long,11794.75,11768.5,-1056.0,loss
2022-11-15 10:30:00,2022-11-15 15:45:00,long,12019.75,11894.0,-5036.0,loss
2022-11-17 10:30:00,2022-11-17 15:45:00,long,11655.25,11746.5,3644.0,win
2022-11-22 10:00:00,2022-11-22 15:45:00,long,11639.25,11739.25,3994.0,win
2022-11-23 10:00:00,2022-11-23 15:45:00,long,11878.25,11877.75,-26.0,loss
2022-11-24 10:00:00,2022-11-24 17:00:00,long,11920.5,11915.75,-196.0,loss
2022-11-30 10:45:00,2022-11-30 15:45:00,long,11559.25,12077.0,20704.0,win
2022-12-01 11:45:00,2022-12-01 15:45:00,long,12047.25,12036.5,-436.0,loss
2022-12-02 10:15:00,2022-12-02 15:45:00,long,11932.0,11979.0,1874.0,win
2022-12-07 11:30:00,2022-12-07 15:45:00,long,11513.0,11498.75,-576.0,loss
2022-12-08 10:00:00,2022-12-08 15:45:00,long,11624.75,11637.25,494.0,win
2022-12-09 10:00:00,2022-12-09 15:45:00,long,11671.25,11553.0,-4736.0,loss
2022-12-12 10:30:00,2022-12-12 15:45:00,long,11578.25,11697.75,4774.0,win
2022-12-14 10:00:00,2022-12-14 15:45:00,long,12030.75,11888.75,-5686.0,loss
2022-12-20 10:00:00,2022-12-20 15:45:00,long,11163.0,11193.0,1194.0,win
2022-12-21 10:00:00,2022-12-21 15:45:00,long,11363.75,11355.5,-336.0,loss
2022-12-23 10:45:00,2022-12-23 15:45:00,long,11032.25,11067.0,1384.0,win
2022-12-29 10:00:00,2022-12-29 15:45:00,long,11009.5,11030.0,814.0,win
2022-12-30 10:45:00,2022-12-30 15:45:00,long,10946.25,11041.75,3814.0,win
2023-01-04 10:30:00,2023-01-04 15:45:00,long,11060.5,10983.75,-3076.0,loss
2023-01-06 10:00:00,2023-01-06 15:45:00,long,10982.5,11108.75,5044.0,win
2023-01-09 10:00:00,2023-01-09 15:45:00,long,11376.75,11184.75,-7686.0,loss
2023-01-10 10:15:00,2023-01-10 15:45:00,long,11194.75,11281.25,3454.0,win
2023-01-11 10:15:00,2023-01-11 15:45:00,long,11369.25,11475.0,4224.0,win
2023-01-12 10:30:00,2023-01-12 15:45:00,long,11476.25,11521.5,1804.0,win
2023-01-13 10:00:00,2023-01-13 15:45:00,long,11484.25,11601.5,4684.0,win
2023-01-16 10:00:00,2023-01-16 17:00:00,long,11595.25,11590.0,-216.0,loss
2023-01-17 10:30:00,2023-01-17 15:45:00,long,11611.0,11623.25,484.0,win
2023-01-20 10:00:00,2023-01-20 15:45:00,long,11510.75,11677.75,6674.0,win
2023-01-23 10:00:00,2023-01-23 15:45:00,long,11924.5,11935.5,434.0,win
2023-01-24 10:00:00,2023-01-24 15:45:00,long,11914.5,11970.25,2224.0,win
2023-01-25 10:30:00,2023-01-25 15:45:00,long,11731.25,11873.5,5684.0,win
2023-01-26 11:30:00,2023-01-26 15:45:00,long,11995.0,12060.5,2614.0,win
2023-01-27 10:00:00,2023-01-27 15:45:00,long,12119.5,12221.0,4054.0,win
2023-01-31 10:00:00,2023-01-31 15:45:00,long,12071.0,12119.25,1924.0,win
2023-02-01 12:00:00,2023-02-01 15:45:00,long,12131.0,12505.25,14964.0,win
2023-02-02 10:00:00,2023-02-02 15:45:00,long,12814.25,12670.25,-5766.0,loss
2023-02-03 10:00:00,2023-02-03 15:45:00,long,12837.25,12616.5,-8836.0,loss
2023-02-06 10:15:00,2023-02-06 15:45:00,long,12591.5,12513.0,-3146.0,loss
2023-02-07 10:15:00,2023-02-07 15:45:00,long,12558.5,12740.0,7254.0,win
2023-02-13 10:00:00,2023-02-13 15:45:00,long,12524.5,12545.0,814.0,win
2023-02-15 10:15:00,2023-02-15 15:45:00,long,12632.5,12747.5,4594.0,win
2023-02-16 10:00:00,2023-02-16 15:45:00,long,12646.5,12466.25,-7216.0,loss
2023-02-22 11:30:00,2023-02-22 15:45:00,long,12143.25,12166.5,924.0,win
2023-02-28 10:00:00,2023-02-28 15:45:00,long,12099.5,12041.25,-2336.0,loss
2023-03-02 09:45:00,2023-03-02 15:45:00,long,11923.5,12052.25,5144.0,win
2023-03-03 10:00:00,2023-03-03 15:45:00,long,12193.75,12324.5,5224.0,win
2023-03-06 10:00:00,2023-03-06 15:45:00,long,12476.75,12321.25,-6226.0,loss
2023-03-08 09:30:00,2023-03-08 15:45:00,long,12200.5,12238.25,1504.0,win
2023-03-09 10:00:00,2023-03-09 15:45:00,long,12307.75,12009.25,-11946.0,loss
2023-03-10 10:15:00,2023-03-10 15:45:00,long,12044.75,11892.5,-6096.0,loss
2023-03-13 10:00:00,2023-03-13 15:45:00,long,11986.5,11950.75,-1436.0,loss
2023-03-14 10:00:00,2023-03-14 15:45:00,long,12324.75,12336.0,444.0,win
2023-03-15 10:15:00,2023-03-15 15:45:00,long,12240.0,12397.25,6284.0,win
2023-03-16 10:00:00,2023-03-16 15:45:00,long,12542.0,12711.5,6774.0,win
2023-03-20 10:00:00,2023-03-20 15:45:00,long,12653.25,12701.0,1904.0,win
2023-03-21 11:30:00,2023-03-21 15:45:00,long,12764.0,12876.25,4484.0,win
2023-03-22 10:00:00,2023-03-22 15:45:00,long,12903.0,12698.75,-8176.0,loss
2023-03-23 10:00:00,2023-03-23 15:45:00,long,13011.75,12872.5,-5576.0,loss
2023-03-24 11:45:00,2023-03-24 15:45:00,long,12801.5,12922.75,4844.0,win
2023-03-29 10:45:00,2023-03-29 15:45:00,long,12917.0,12960.25,1724.0,win
2023-03-30 10:00:00,2023-03-30 15:45:00,long,13090.75,13089.75,-46.0,loss
2023-03-31 10:00:00,2023-03-31 15:45:00,long,13175.25,13308.0,5304.0,win
2023-04-06 10:00:00,2023-04-06 15:45:00,long,13059.25,13163.5,4164.0,win
2023-04-10 10:15:00,2023-04-10 15:45:00,long,13064.75,13166.0,4044.0,win
2023-04-13 09:30:00,2023-04-13 15:45:00,long,13114.5,13180.5,2634.0,win
2023-04-19 10:00:00,2023-04-19 15:45:00,long,13157.75,13168.25,414.0,win
2023-04-20 10:00:00,2023-04-20 15:45:00,long,13112.75,13091.0,-876.0,loss
2023-04-21 10:15:00,2023-04-21 15:45:00,long,13065.0,13076.0,434.0,win
2023-04-26 10:15:00,2023-04-26 15:45:00,long,12976.5,12960.5,-646.0,loss
2023-04-27 10:00:00,2023-04-27 15:45:00,long,13111.0,13260.75,5984.0,win
2023-04-28 10:45:00,2023-04-28 15:45:00,long,13255.0,13325.75,2824.0,win
2023-05-01 11:15:00,2023-05-01 15:45:00,long,13319.25,13289.0,-1216.0,loss
2023-05-03 11:30:00,2023-05-03 15:45:00,long,13208.5,13089.0,-4786.0,loss
2023-05-04 10:30:00,2023-05-04 15:45:00,long,13065.75,13046.5,-776.0,loss
2023-05-05 10:00:00,2023-05-05 15:45:00,long,13265.0,13310.5,1814.0,win
2023-05-08 10:15:00,2023-05-08 15:45:00,long,13289.0,13336.25,1884.0,win
2023-05-10 10:15:00,2023-05-10 15:45:00,long,13366.5,13408.75,1684.0,win
2023-05-11 10:15:00,2023-05-11 15:45:00,long,13434.5,13447.0,494.0,win
2023-05-15 10:30:00,2023-05-15 15:45:00,long,13423.5,13464.0,1614.0,win
2023-05-16 10:00:00,2023-05-16 15:45:00,long,13523.75,13503.25,-826.0,loss
2023-05-17 10:00:00,2023-05-17 15:45:00,long,13532.75,13640.75,4314.0,win
2023-05-18 10:00:00,2023-05-18 15:45:00,long,13811.75,13912.5,4024.0,win
2023-05-22 10:00:00,2023-05-22 15:45:00,long,13907.0,13915.5,334.0,win
2023-05-25 09:30:00,2023-05-25 15:45:00,long,13917.0,13981.5,2574.0,win
2023-05-26 10:00:00,2023-05-26 15:45:00,long,14242.25,14367.25,4994.0,win
2023-06-01 09:45:00,2023-06-01 15:45:00,long,14356.75,14496.75,5594.0,win
2023-06-02 10:00:00,2023-06-02 15:45:00,long,14572.75,14587.75,594.0,win
2023-06-05 10:00:00,2023-06-05 15:45:00,long,14657.5,14582.25,-3016.0,loss
2023-06-06 10:00:00,2023-06-06 15:45:00,long,14592.0,14594.5,94.0,win
2023-06-08 10:00:00,2023-06-08 15:45:00,long,14476.5,14521.25,1784.0,win
2023-06-12 09:30:00,2023-06-12 15:45:00,long,14814.25,15009.5,7804.0,win
2023-06-13 10:15:00,2023-06-13 15:45:00,long,15093.25,15107.5,564.0,win
2023-06-14 10:00:00,2023-06-14 15:45:00,long,15178.5,15233.5,2194.0,win
2023-06-15 10:00:00,2023-06-15 15:45:00,long,15268.25,15367.75,3974.0,win
